week_ending,Value,county_name,county_ansi,watershed_code,sector_desc,group_desc,region_desc,short_desc,unit_desc,location_desc,end_code,agg_level_desc,asd_desc,freq_desc,class_desc,asd_code,CV (%),begin_code,commodity_desc,domain_desc,country_name,reference_period_desc,state_fips_code,zip_5,load_time,source_desc,country_code,county_code,statisticcat_desc,congr_district_code,state_name,watershed_desc,prodn_practice_desc,state_ansi,state_alpha,year,util_practice_desc,domaincat_desc
2023-03-26,26,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,12,STATE,,WEEKLY,WINTER,,,12,WHEAT,TOTAL,UNITED STATES,WEEK #12,20,,2023-03-27 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-02,26,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,13,STATE,,WEEKLY,WINTER,,,13,WHEAT,TOTAL,UNITED STATES,WEEK #13,20,,2023-04-03 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-09,28,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,14,STATE,,WEEKLY,WINTER,,,14,WHEAT,TOTAL,UNITED STATES,WEEK #14,20,,2023-04-10 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-16,29,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,15,STATE,,WEEKLY,WINTER,,,15,WHEAT,TOTAL,UNITED STATES,WEEK #15,20,,2023-04-17 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-23,30,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,16,STATE,,WEEKLY,WINTER,,,16,WHEAT,TOTAL,UNITED STATES,WEEK #16,20,,2023-04-24 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-30,30,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,17,STATE,,WEEKLY,WINTER,,,17,WHEAT,TOTAL,UNITED STATES,WEEK #17,20,,2023-05-01 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-07,31,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,18,STATE,,WEEKLY,WINTER,,,18,WHEAT,TOTAL,UNITED STATES,WEEK #18,20,,2023-05-08 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-14,34,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,19,STATE,,WEEKLY,WINTER,,,19,WHEAT,TOTAL,UNITED STATES,WEEK #19,20,,2023-05-15 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-21,32,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,20,STATE,,WEEKLY,WINTER,,,20,WHEAT,TOTAL,UNITED STATES,WEEK #20,20,,2023-05-22 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-28,30,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,21,STATE,,WEEKLY,WINTER,,,21,WHEAT,TOTAL,UNITED STATES,WEEK #21,20,,2023-05-30 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-04,31,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,22,STATE,,WEEKLY,WINTER,,,22,WHEAT,TOTAL,UNITED STATES,WEEK #22,20,,2023-06-05 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-11,28,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,23,STATE,,WEEKLY,WINTER,,,23,WHEAT,TOTAL,UNITED STATES,WEEK #23,20,,2023-06-12 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-18,30,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,24,STATE,,WEEKLY,WINTER,,,24,WHEAT,TOTAL,UNITED STATES,WEEK #24,20,,2023-06-20 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-25,28,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,25,STATE,,WEEKLY,WINTER,,,25,WHEAT,TOTAL,UNITED STATES,WEEK #25,20,,2023-06-26 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-07-02,26,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,26,STATE,,WEEKLY,WINTER,,,26,WHEAT,TOTAL,UNITED STATES,WEEK #26,20,,2023-07-03 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-07-09,26,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,27,STATE,,WEEKLY,WINTER,,,27,WHEAT,TOTAL,UNITED STATES,WEEK #27,20,,2023-07-10 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-10-30,24,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,43,STATE,,WEEKLY,WINTER,,,43,WHEAT,TOTAL,UNITED STATES,WEEK #43,20,,2022-10-31 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-06,22,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,44,STATE,,WEEKLY,WINTER,,,44,WHEAT,TOTAL,UNITED STATES,WEEK #44,20,,2022-11-07 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-13,21,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,45,STATE,,WEEKLY,WINTER,,,45,WHEAT,TOTAL,UNITED STATES,WEEK #45,20,,2022-11-14 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-20,20,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,46,STATE,,WEEKLY,WINTER,,,46,WHEAT,TOTAL,UNITED STATES,WEEK #46,20,,2022-11-21 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-27,23,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,47,STATE,,WEEKLY,WINTER,,,47,WHEAT,TOTAL,UNITED STATES,WEEK #47,20,,2022-11-29 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-12-04,24,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,48,STATE,,WEEKLY,WINTER,,,48,WHEAT,TOTAL,UNITED STATES,WEEK #48,20,,2022-12-05 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-01-01,26,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR",PCT POOR,KANSAS,52,STATE,,WEEKLY,WINTER,,,52,WHEAT,TOTAL,UNITED STATES,WEEK #52,20,,2023-01-03 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-01-29,20,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,04,STATE,,WEEKLY,WINTER,,,04,WHEAT,TOTAL,UNITED STATES,WEEK #04,20,,2023-01-30 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-02-26,25,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,08,STATE,,WEEKLY,WINTER,,,08,WHEAT,TOTAL,UNITED STATES,WEEK #08,20,,2023-02-27 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-05,28,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,09,STATE,,WEEKLY,WINTER,,,09,WHEAT,TOTAL,UNITED STATES,WEEK #09,20,,2023-03-06 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-12,28,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,10,STATE,,WEEKLY,WINTER,,,10,WHEAT,TOTAL,UNITED STATES,WEEK #10,20,,2023-03-13 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-19,25,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,11,STATE,,WEEKLY,WINTER,,,11,WHEAT,TOTAL,UNITED STATES,WEEK #11,20,,2023-03-20 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-26,26,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,12,STATE,,WEEKLY,WINTER,,,12,WHEAT,TOTAL,UNITED STATES,WEEK #12,20,,2023-03-27 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-02,31,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,13,STATE,,WEEKLY,WINTER,,,13,WHEAT,TOTAL,UNITED STATES,WEEK #13,20,,2023-04-03 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-09,33,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,14,STATE,,WEEKLY,WINTER,,,14,WHEAT,TOTAL,UNITED STATES,WEEK #14,20,,2023-04-10 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-16,31,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,15,STATE,,WEEKLY,WINTER,,,15,WHEAT,TOTAL,UNITED STATES,WEEK #15,20,,2023-04-17 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-23,32,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,16,STATE,,WEEKLY,WINTER,,,16,WHEAT,TOTAL,UNITED STATES,WEEK #16,20,,2023-04-24 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-30,34,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,17,STATE,,WEEKLY,WINTER,,,17,WHEAT,TOTAL,UNITED STATES,WEEK #17,20,,2023-05-01 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-07,37,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,18,STATE,,WEEKLY,WINTER,,,18,WHEAT,TOTAL,UNITED STATES,WEEK #18,20,,2023-05-08 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-14,34,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,19,STATE,,WEEKLY,WINTER,,,19,WHEAT,TOTAL,UNITED STATES,WEEK #19,20,,2023-05-15 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-21,37,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,20,STATE,,WEEKLY,WINTER,,,20,WHEAT,TOTAL,UNITED STATES,WEEK #20,20,,2023-05-22 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-05-28,39,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,21,STATE,,WEEKLY,WINTER,,,21,WHEAT,TOTAL,UNITED STATES,WEEK #21,20,,2023-05-30 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-04,34,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,22,STATE,,WEEKLY,WINTER,,,22,WHEAT,TOTAL,UNITED STATES,WEEK #22,20,,2023-06-05 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-11,28,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,23,STATE,,WEEKLY,WINTER,,,23,WHEAT,TOTAL,UNITED STATES,WEEK #23,20,,2023-06-12 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-18,24,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,24,STATE,,WEEKLY,WINTER,,,24,WHEAT,TOTAL,UNITED STATES,WEEK #24,20,,2023-06-20 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-06-25,25,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,25,STATE,,WEEKLY,WINTER,,,25,WHEAT,TOTAL,UNITED STATES,WEEK #25,20,,2023-06-26 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-07-02,25,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,26,STATE,,WEEKLY,WINTER,,,26,WHEAT,TOTAL,UNITED STATES,WEEK #26,20,,2023-07-03 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-07-09,25,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,27,STATE,,WEEKLY,WINTER,,,27,WHEAT,TOTAL,UNITED STATES,WEEK #27,20,,2023-07-10 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-10-30,18,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,43,STATE,,WEEKLY,WINTER,,,43,WHEAT,TOTAL,UNITED STATES,WEEK #43,20,,2022-10-31 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-06,20,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,44,STATE,,WEEKLY,WINTER,,,44,WHEAT,TOTAL,UNITED STATES,WEEK #44,20,,2022-11-07 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-13,19,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,45,STATE,,WEEKLY,WINTER,,,45,WHEAT,TOTAL,UNITED STATES,WEEK #45,20,,2022-11-14 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-20,20,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,46,STATE,,WEEKLY,WINTER,,,46,WHEAT,TOTAL,UNITED STATES,WEEK #46,20,,2022-11-21 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-11-27,20,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,47,STATE,,WEEKLY,WINTER,,,47,WHEAT,TOTAL,UNITED STATES,WEEK #47,20,,2022-11-29 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2022-12-04,18,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,48,STATE,,WEEKLY,WINTER,,,48,WHEAT,TOTAL,UNITED STATES,WEEK #48,20,,2022-12-05 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-01-01,23,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR",PCT VERY POOR,KANSAS,52,STATE,,WEEKLY,WINTER,,,52,WHEAT,TOTAL,UNITED STATES,WEEK #52,20,,2023-01-03 16:00:00.000,SURVEY,9000,,CONDITION,,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-02-26,4,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,08,STATE,,WEEKLY,WINTER,,,08,WHEAT,TOTAL,UNITED STATES,WEEK #08,20,,2023-02-27 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-05,4,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,09,STATE,,WEEKLY,WINTER,,,09,WHEAT,TOTAL,UNITED STATES,WEEK #09,20,,2023-03-06 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-12,3,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,10,STATE,,WEEKLY,WINTER,,,10,WHEAT,TOTAL,UNITED STATES,WEEK #10,20,,2023-03-13 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-19,4,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,11,STATE,,WEEKLY,WINTER,,,11,WHEAT,TOTAL,UNITED STATES,WEEK #11,20,,2023-03-20 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-03-26,5,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,12,STATE,,WEEKLY,WINTER,,,12,WHEAT,TOTAL,UNITED STATES,WEEK #12,20,,2023-03-27 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-02,6,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,13,STATE,,WEEKLY,WINTER,,,13,WHEAT,TOTAL,UNITED STATES,WEEK #13,20,,2023-04-03 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-09,6,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,14,STATE,,WEEKLY,WINTER,,,14,WHEAT,TOTAL,UNITED STATES,WEEK #14,20,,2023-04-10 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-16,5,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,15,STATE,,WEEKLY,WINTER,,,15,WHEAT,TOTAL,UNITED STATES,WEEK #15,20,,2023-04-17 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
2023-04-23,5,,,00000000,CROPS,FIELD CROPS,,"WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",PCT EXCELLENT,KANSAS,16,STATE,,WEEKLY,WINTER,,,16,WHEAT,TOTAL,UNITED STATES,WEEK #16,20,,2023-04-24 16:00:00.000,SURVEY,9000,,"CONDITION, 5 YEAR AVG",,KANSAS,,ALL PRODUCTION PRACTICES,20,KS,2023,ALL UTILIZATION PRACTICES,NOT SPECIFIED
